address,created,id_user,active,Property_type,Price,Bedrooms,Bathrooms,Car_spaces,new_or_established,Swimming_pool,Garage,Balcony,Outdoor_area,Undercover_parking,Shed,Fully_fenced,Outdoor_spa,Tennis_court,Ensuite,DishWasher,Study,Built_in_robes,Alarm_system,Broadband,Floorboards,Gym,Rumpus_room,Workshop,Air_conditioning,Solar_panels,Heating,High_energy_efficiency,Water_tank,Solar_hot_water,user_id,Updated,plan 
"Unit 59
 06 Joel Ride
Melissahaven, NSW, 2463",2019-06-09 16:22:10,c3445fc3-93bc-4134-998a-09c7efba502a,1,Villa,725000,11,18,5,Established,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2019-06-09 16:22:10,
"646 Michelle Parklands
Lake Christian, NSW, 0852",2019-06-09 16:22:10,a78515a0-89dd-4fc5-8cef-cb6a19ad6bc2,1,Rural,240000,7,8,5,New,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,2019-06-09 16:22:10,
"Apt. 788
 3 John Path
New Jennifertown, NSW, 2600",2019-06-09 16:22:10,fd7e26a5-9be6-4149-acdc-9125381b88b8,1,Retirement Living,190000,7,16,5,New,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,2019-06-09 16:22:10,
"Flat 00
 852 Mckenzie Bridge
Beckerborough, ACT, 2619",2019-06-09 16:22:10,aa9a1abb-4fb9-4cd1-843c-138fd5f2bc1f,1,Acreage,945000,14,7,8,New,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2019-06-09 16:22:10,
"Unit 12
 91 Barnes Gap
Port Nicole, WA, 2985",2019-06-09 16:22:10,29502502-fcc6-4eeb-9a55-8bb4ac895dda,1,Acreage,290000,2,18,9,Established,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,2019-06-09 16:22:10,
"Suite 010
 46 James Cove
East Benjamin, VIC, 9605",2019-06-09 16:22:10,a068ec99-8b57-45fd-a744-8b65c23b13d7,1,Villa,970000,7,4,3,Established,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,2019-06-09 16:22:10,
"Flat 81
 2 Christopher Square
St. Victoriaville, WA, 2908",2019-06-09 16:22:10,ab6c2bc6-1200-450b-82c2-5fc9015dfc7c,1,Retirement Living,435000,9,16,4,Established,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2019-06-09 16:22:10,
"000 Lopez Walkway
Meganton, QLD, 2968",2019-06-09 16:22:10,58c113db-498b-43a6-aa33-11e647b876f2,1,Land,160000,5,9,8,Established,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2019-06-09 16:22:10,
"613 Kristy Siding
Kevinshire, QLD, 0898",2019-06-09 16:22:10,d93fc8fd-cd68-44ce-a8aa-68a671feaab2,1,Retirement Living,440000,15,19,6,Established,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2019-06-09 16:22:10,
"51 /
 10 Tiffany Glade
Ericfort, NT, 2141",2019-06-09 16:22:10,a89e472f-74b5-401e-afc0-27b1f15b9aef,1,Villa,480000,6,5,2,New,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,2019-06-09 16:22:10,
"21 /
 2 Micheal Reserve
Rodriguezfurt, NT, 2663",2019-06-09 16:22:10,bb94d7a4-a46a-4e80-b9a1-79fc173ea45f,1,Block Of Units,335000,14,13,4,Established,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,2019-06-09 16:22:10,
"9 /
 3 Gillespie Byway
Kellyfort, VIC, 2975",2019-06-09 16:22:10,5f99c1dc-2892-40d7-ac2b-8707a7ecebbb,1,House,225000,9,6,9,New,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,2019-06-09 16:22:10,
"89 Walsh Terrace
North Stephaniechester, VIC, 6255",2019-06-09 16:22:10,4bd92cdd-55d2-4bb4-a0e8-37cb6f8adc97,1,Block Of Units,110000,12,19,8,New,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2019-06-09 16:22:10,
"Apt. 166
 816 Holly Walk
North Jonathanbury, SA, 2639",2019-06-09 16:22:10,468cf359-8c38-416a-94d2-7059e7aeeef4,1,Rural,685000,9,3,4,Established,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2019-06-09 16:22:10,
"9 Brooke Beach
West Michele, NSW, 2796",2019-06-09 16:22:10,b24abb89-9803-47ea-9cbf-0297328b3391,1,Rural,260000,4,14,8,New,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,2019-06-09 16:22:10,
"Flat 29
 5 Gabrielle Rosebowl
Paulaburgh, SA, 2628",2019-06-09 16:22:10,862fd8d2-465f-4729-9d2c-eac5a250cddb,1,Apartment_Unit,670000,15,18,2,Established,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,2019-06-09 16:22:10,
"Suite 402
 4 Wolf Corner
Youngland, NSW, 2610",2019-06-09 16:22:10,3635c65d-93e4-4c2f-bf79-a19394274420,1,Villa,820000,10,16,4,New,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,2019-06-09 16:22:10,
"79 Grimes Ronde
Gailstad, NSW, 4069",2019-06-09 16:22:10,69bcc1e6-e88e-4d48-91c4-ce302c2da80b,1,Rural,295000,11,18,3,New,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,2019-06-09 16:22:10,
"0 Douglas Cul-de-sac
Tonyaborough, NT, 2937",2019-06-09 16:22:10,f4f145c5-fdde-45c0-8b68-69e174334fb3,1,Retirement Living,350000,7,14,6,New,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2019-06-09 16:22:10,
"Flat 73
 09 Matthew Laneway
Mackenzieville, NT, 4173",2019-06-09 16:22:10,667f2a7c-2bb8-41ce-9ef6-7459e773c650,1,Acreage,915000,15,6,1,Established,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,2019-06-09 16:22:10,
"960 /
 0 Collins Parade
Port Pamela, QLD, 2645",2019-06-09 16:22:10,67ae508c-8708-4040-a65a-4d6c54d39711,1,Retirement Living,65000,2,12,6,Established,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,2019-06-09 16:22:10,
"Flat 39
 800 Jacqueline Wynd
Carolland, VIC, 2913",2019-06-09 16:22:10,bef84fec-f4e7-4c80-8f37-2910655212d4,1,Townhouse,895000,4,4,2,Established,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2019-06-09 16:22:10,
"40 /
 167 Rodgers Centre
Ritahaven, SA, 2983",2019-06-09 16:22:10,51904b74-ee06-454f-8a42-c74ca5d693f4,1,Villa,890000,13,19,6,Established,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2019-06-09 16:22:10,
"Unit 38
 00 Price Service Way
Lake Davidhaven, SA, 8815",2019-06-09 16:22:10,d455c2d8-51f1-4107-b4e1-fe5af2354294,1,Villa,735000,16,13,2,New,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,2019-06-09 16:22:10,
"374 /
 08 Hunter Quays
South Kimberlyburgh, TAS, 0251",2019-06-09 16:22:10,0c4fde2d-acda-4b8f-86cb-e163dfa9e0ad,1,Townhouse,430000,6,14,5,Established,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,2019-06-09 16:22:10,
"24 Montgomery Villas
St. Robert, QLD, 2622",2019-06-09 16:22:10,7fdde4da-8ed4-4b9b-9698-7d4af6c598bc,1,Land,685000,2,11,3,Established,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,2019-06-09 16:22:10,
"6 Tara Landing
Gomezmouth, QLD, 2641",2019-06-09 16:22:10,d6a96b13-59e8-4ed7-86d4-07dd4cf80a2e,1,House,895000,19,17,9,Established,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,2019-06-09 16:22:10,
"26 Turner Siding
Port Craig, NT, 2963",2019-06-09 16:22:10,053b9889-8863-4685-966f-0d813b778c88,1,Rural,495000,16,12,2,Established,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,2019-06-09 16:22:10,
"52 Mckenzie Laneway
Heatherborough, QLD, 8928",2019-06-09 16:22:10,fcbbe8aa-3010-4348-ae2d-147801ef3ca6,1,Apartment_Unit,935000,11,7,7,New,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,2019-06-09 16:22:10,
"0 Wood Path
Joshuaport, NT, 2903",2019-06-09 16:22:10,35bbd00a-9658-4c51-85fe-53c64db8e3bb,1,Land,80000,7,9,8,Established,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2019-06-09 16:22:10,
"722 Jenkins Row
Jamesfurt, NSW, 2902",2019-06-09 16:22:10,9de7bcd4-9402-47a7-9e06-2704b8c5dcf2,1,Villa,55000,3,11,4,Established,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,2019-06-09 16:22:10,
"59 Clark Plaza
St. Stephanie, NT, 4868",2019-06-09 16:22:10,c5055596-802f-486f-a067-b85afeb77e97,1,Rural,980000,16,5,3,New,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,2019-06-09 16:22:10,
"72 Elizabeth Ground
Morenomouth, VIC, 2684",2019-06-09 16:22:10,c89be2db-6743-4aa8-a7bc-1873f211b013,1,Villa,780000,10,2,4,Established,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2019-06-09 16:22:10,
"19 Kennedy Line
Toddmouth, SA, 2608",2019-06-09 16:22:10,8c0a5895-dc90-41a1-94d6-a55e344dfcb5,1,Acreage,430000,13,10,9,Established,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2019-06-09 16:22:10,
"Level 6
 63 Davis Edge
Lake Christopherton, WA, 2997",2019-06-09 16:22:10,9879f402-af3f-4b8d-bc2f-2e177a0ad7a7,1,Apartment_Unit,895000,19,2,4,Established,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,2019-06-09 16:22:10,
"Level 1
 624 Tiffany Vale
Mclaughlinburgh, NT, 8149",2019-06-09 16:22:10,3ca43410-223f-4689-a277-3ebb3ac36dd8,1,House,660000,1,4,7,Established,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,2019-06-09 16:22:10,
"07 Blankenship Dale
East Ana, NT, 2920",2019-06-09 16:22:10,c79d3de4-80bb-4891-9a02-e932c3ced0eb,1,Retirement Living,115000,18,6,7,Established,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,2019-06-09 16:22:10,
"46 Bailey Row
Sergioport, TAS, 2995",2019-06-09 16:22:10,3179333a-d765-4e07-9580-1e9deb82969f,1,Block Of Units,395000,1,16,4,Established,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,2019-06-09 16:22:10,
"Level 4
 6 Banks Elbow
Fordmouth, VIC, 9446",2019-06-09 16:22:10,6a1a8e58-9751-45eb-aa54-3d4440f9d5b0,1,Townhouse,155000,17,18,1,New,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,2019-06-09 16:22:10,
"684 /
 7 Barbara Block
Robertberg, NT, 2541",2019-06-09 16:22:10,08d4ccb3-adda-47fe-9406-f14b93dba563,1,Apartment_Unit,875000,14,13,7,Established,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,2019-06-09 16:22:10,
"01 Natalie Meander
Kristenfurt, VIC, 3268",2019-06-09 16:22:10,bb0b0e16-4422-43cf-acf7-71f68bbf05a8,1,Villa,300000,16,4,5,Established,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,2019-06-09 16:22:10,
"297 Grant Grange
Adamshire, VIC, 2937",2019-06-09 16:22:10,f73b620e-716a-4379-be87-61845330ce42,1,Rural,800000,11,1,3,New,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,2019-06-09 16:22:10,
"Suite 019
 75 Nicholas Wade
Robinsonton, SA, 2629",2019-06-09 16:22:10,e335643a-8b06-4019-bc6f-9f115be8c4ee,1,Rural,130000,2,8,4,Established,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2019-06-09 16:22:10,
"6 /
 7 Taylor Rosebowl
Howardhaven, ACT, 2342",2019-06-09 16:22:10,dd9b3a31-86a4-4624-a1ff-98f2ee3284ed,1,Retirement Living,425000,6,13,8,Established,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2019-06-09 16:22:10,
"745 Charles Terrace
Port Michaelview, SA, 2815",2019-06-09 16:22:10,dbc00b83-e9cb-4fe3-b9f5-582389ed10e7,1,Townhouse,820000,2,18,5,Established,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,2019-06-09 16:22:10,
"810 /
 5 Daniel Plaza
West Antoniomouth, NSW, 2402",2019-06-09 16:22:10,0bd60a40-3c2d-455a-99cf-f34ff06ed91b,1,Villa,790000,17,4,8,New,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2019-06-09 16:22:10,
"01 Ernest Mews
Port Jonathan, NT, 2616",2019-06-09 16:22:10,6fb0549c-3fbc-44bc-bd96-a8d001c4159f,1,Villa,410000,11,16,2,New,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,2019-06-09 16:22:10,
"2 Yesenia Bypass
St. Morganstad, QLD, 6064",2019-06-09 16:22:10,b46b1af5-8777-4399-8191-b998d7bc9d0e,1,Rural,645000,7,5,5,New,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,2019-06-09 16:22:10,
"257 Martin Road
East Amyfort, NT, 2932",2019-06-09 16:22:10,def23db6-6a96-40f3-ae07-9613bd7e2aaa,1,Acreage,840000,14,3,9,Established,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,2019-06-09 16:22:10,
"23 Cooper Approach
Lake Justin, VIC, 0916",2019-06-09 16:22:10,4aacd9cf-018a-476f-bf7c-a83d3dc1041a,1,House,235000,5,6,7,New,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2019-06-09 16:22:10,
"Suite 614
 952 Thomas Trailer
West Philipmouth, ACT, 2996",2019-06-09 16:22:10,f279db41-a76c-4188-bbf1-09b7e3839893,1,Block Of Units,455000,16,17,7,New,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2019-06-09 16:22:10,
"37 Whitney Distributor
Stewarttown, ACT, 2904",2019-06-09 16:22:10,842ca771-cd93-4b79-b58b-ecb0a0b077c7,1,Land,425000,16,2,1,Established,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,2019-06-09 16:22:10,
"Suite 430
 27 Brown Ridgeway
Chenborough, TAS, 0202",2019-06-09 16:22:10,94d77bcb-834e-4180-b39e-80705f59ca3f,1,House,260000,10,12,4,Established,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2019-06-09 16:22:10,
"Apt. 270
 9 Veronica Flat
Navarrobury, NSW, 2642",2019-06-09 16:22:10,6e1fdd64-7268-4a5f-903d-dac0eff75e92,1,Rural,95000,17,3,7,New,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,2019-06-09 16:22:10,
"Apt. 286
 5 Ray Freeway
Blevinshaven, SA, 2488",2019-06-09 16:22:10,ffef970b-3533-49fb-9184-3bd95e352992,1,House,840000,15,3,6,Established,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,2019-06-09 16:22:10,
"3 /
 8 Jacobs Road
Aaronview, TAS, 2660",2019-06-09 16:22:10,63357698-f076-4bcb-8af8-b893bfcbe8f3,1,Block Of Units,340000,11,1,9,Established,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,2019-06-09 16:22:10,
"Apt. 185
 121 Bryan Subway
West Janet, NT, 8682",2019-06-09 16:22:10,033b200e-ab04-4b5d-bf03-c1ef0e512502,1,Villa,685000,10,8,5,Established,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,2019-06-09 16:22:10,
"Unit 44
 995 Turner Ridge
Codystad, TAS, 2671",2019-06-09 16:22:10,417237bb-d10a-4fdd-aaeb-e2dfa66d9b62,1,House,785000,13,18,7,Established,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,2019-06-09 16:22:10,
"Suite 462
 886 Parker Interchange
Deanside, ACT, 2490",2019-06-09 16:22:10,15e6da54-dad8-4261-a24e-c121d32b75e4,1,Retirement Living,885000,3,19,2,New,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,2019-06-09 16:22:10,
"Unit 77
 1 Sawyer Firetrail
Riveraland, NT, 2943",2019-06-09 16:22:10,5c205233-1e18-4619-99ca-cdb4ff1752ba,1,Townhouse,620000,12,15,5,New,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2019-06-09 16:22:10,
"504 Lin Hill
Sethmouth, SA, 2939",2019-06-09 16:22:10,5e6d2e36-263a-4079-a6d8-e20822089e3a,1,Land,810000,13,17,7,Established,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,2019-06-09 16:22:10,
"8 Robert Mew
Jonfort, ACT, 2920",2019-06-09 16:22:10,5d5b400d-0b1f-4f74-a733-3f2f0f1487b6,1,House,890000,3,11,4,Established,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2019-06-09 16:22:10,
"544 Joshua Pocket
South Mason, SA, 2478",2019-06-09 16:22:10,50999945-656e-4cda-9365-4ee4ebf5d493,1,Retirement Living,430000,7,17,8,Established,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,2019-06-09 16:22:10,
"Apt. 080
 51 Lutz Walk
West Alexandrafort, TAS, 2619",2019-06-09 16:22:10,9a9389ba-f172-4a8d-add4-fb2c975bb803,1,Villa,75000,13,8,6,Established,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,2019-06-09 16:22:10,
"Unit 60
 63 Anderson Circuit
Parkmouth, QLD, 2410",2019-06-09 16:22:10,395467ac-74b4-46e6-9308-c07d8c8dd917,1,Acreage,470000,6,19,8,Established,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,2019-06-09 16:22:10,
"0 Rivers Top
Michaelmouth, TAS, 2936",2019-06-09 16:22:10,b5dc4e41-badc-443c-ad4b-0bb2d27de215,1,Rural,950000,2,11,5,Established,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,2019-06-09 16:22:10,
"90 Dylan Lane
Lake Robert, VIC, 2691",2019-06-09 16:22:10,0f4cc920-24d8-4abb-82f2-54bec0df335b,1,Acreage,90000,18,13,3,Established,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,2019-06-09 16:22:10,
"Apt. 481
 8 Rodriguez Point
Levyfort, VIC, 2616",2019-06-09 16:22:10,5c8072eb-b638-4d20-acce-05d4f074a855,1,House,610000,18,18,6,New,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2019-06-09 16:22:10,
"7 Santos Parkway
Hillchester, NT, 0201",2019-06-09 16:22:10,2544cc45-14d4-4532-a49a-aac7a1b90141,1,Acreage,725000,2,4,3,New,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,2019-06-09 16:22:10,
"Unit 07
 027 Nathaniel Quays
Anthonymouth, TAS, 2959",2019-06-09 16:22:10,0ddfbc8f-9691-4539-a353-34507322bcfa,1,Villa,310000,10,11,8,Established,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2019-06-09 16:22:10,
"553 Duran Basin
Lake Mauricemouth, ACT, 2980",2019-06-09 16:22:10,f2067066-a65f-49ae-86ca-a46a12966811,1,Townhouse,820000,17,15,5,New,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,2019-06-09 16:22:10,
"3 Edwards Slope
South Davidshire, SA, 2930",2019-06-09 16:22:10,394e0751-7b7f-4a18-b21b-ae5260283e56,1,Rural,905000,9,12,9,New,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,2019-06-09 16:22:10,
"79 /
 068 Anthony Strand
Port Davidside, TAS, 3901",2019-06-09 16:22:10,dd84e025-4b00-4974-8456-7cbc9b2add4f,1,Villa,645000,11,12,1,New,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,2019-06-09 16:22:10,
"0 Derek Steps
Joseview, ACT, 2982",2019-06-09 16:22:10,7deda9e6-306e-41aa-b58c-e3e04040674e,1,Townhouse,425000,3,6,5,New,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,2019-06-09 16:22:10,
"Unit 85
 1 Harris Ground
Port Leonardton, QLD, 2950",2019-06-09 16:22:10,96e88842-ec20-4b0c-9f9a-f457d7e922e6,1,Rural,455000,1,8,8,New,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,2019-06-09 16:22:10,
"17 Tate Walk
Christineview, TAS, 2617",2019-06-09 16:22:10,3082f025-c61b-4a07-9ca5-6ee5b8c87aac,1,Apartment_Unit,485000,12,2,5,New,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2019-06-09 16:22:10,
"Unit 04
 203 Murphy Laneway
Williamsfurt, WA, 2627",2019-06-09 16:22:10,23dffca5-470d-4cac-aa3d-7103e3838bd1,1,Land,135000,10,12,4,Established,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,2019-06-09 16:22:10,
"534 Pham Crossing
Christinastad, ACT, 0230",2019-06-09 16:22:10,215dc75a-5989-4ce3-9d0f-4130b4b740f5,1,Apartment_Unit,395000,5,1,7,Established,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2019-06-09 16:22:10,
"Unit 39
 5 April Highroad
Morenoburgh, NT, 2942",2019-06-09 16:22:10,4d232c79-238e-4e13-b7c7-5f633da241ab,1,Townhouse,125000,1,1,3,Established,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,2019-06-09 16:22:10,
"18 Gonzalez Path
St. Anthony, ACT, 2940",2019-06-09 16:22:10,d87782a0-d7a8-4ec4-b6cb-7044e0a7527f,1,Villa,220000,8,1,4,Established,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,2019-06-09 16:22:10,
"6 /
 7 Tyler Top
Henrychester, VIC, 2067",2019-06-09 16:22:10,d203b78f-b441-48f4-8faa-34ae6d9d6aee,1,Acreage,50000,14,18,3,New,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,2019-06-09 16:22:10,
"02 /
 347 Turner Key
Villegasview, ACT, 2671",2019-06-09 16:22:10,a619531c-1402-4e97-b380-84a63a243838,1,Land,695000,5,7,8,Established,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,2019-06-09 16:22:10,
"6 Katherine Roadway
Jacobsside, TAS, 0214",2019-06-09 16:22:10,53ec3326-08cb-4f21-b88d-1bc83573303d,1,Rural,140000,15,9,9,New,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,2019-06-09 16:22:10,
"313 Lance Flat
Noblefurt, SA, 2688",2019-06-09 16:22:10,1127f849-1f5b-435a-b917-f7368dbdfbf1,1,Land,170000,14,14,6,New,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,2019-06-09 16:22:10,
"2 Faulkner Ridgeway
New Williamstad, NSW, 2990",2019-06-09 16:22:10,eaa55b1e-7e0d-43c8-835a-484530f5361e,1,Land,740000,13,16,3,Established,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,2019-06-09 16:22:10,
"Unit 69
 15 Sims Crossway
St. Lisaside, WA, 2683",2019-06-09 16:22:10,2776a788-d044-4faf-97da-e50442fee2fa,1,Retirement Living,185000,5,6,3,New,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,2019-06-09 16:22:10,
"Flat 41
 0 Scott Viaduct
Lake Omar, TAS, 1962",2019-06-09 16:22:10,309ee24b-b40d-4e65-9e5d-9f500a34483b,1,Land,370000,4,16,7,Established,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,2019-06-09 16:22:10,
"270 Dalton Outlook
Welchland, NSW, 4238",2019-06-09 16:22:10,d7863321-c2ed-4c68-aa4c-14bea246a4b7,1,Block Of Units,200000,9,18,3,New,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,2019-06-09 16:22:10,
"580 /
 788 Todd Garden
New Tamistad, TAS, 2641",2019-06-09 16:22:10,231a1279-fcca-4961-bd0a-788d78b06ea2,1,Apartment_Unit,835000,1,18,6,Established,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,2019-06-09 16:22:10,
